,#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Funding
194,660,Shopify,Ottawa,Canada,North America,2300,2023-05-04,20.0,11500,9200,Retail,Post-IPO,$122,2023,45.41117,-75.69812,122.0
195,661,Sabre,Dallas,USA,North America,1100,2023-05-04,15.0,7333,6233,Travel,Post-IPO,1770,2023,32.78306,-96.80667,770.0
196,663,Autograph,Los Angeles,USA,North America,30,2023-05-04,33.0,91,61,Crypto,Series B,$205,2023,34.05223,-118.24368,205.0
197,664,Earnix,Tel Aviv,Israel,Asia,30,2023-05-04,10.0,300,270,Finance,Unknown,$100,2023,32.08088,34.78057,100.0
198,665,Karma,Tel Aviv,Israel,Asia,20,2023-05-04,28.0,71,51,Retail,Series A,$34,2023,32.08088,34.78057,34.0
199,667,Unity,San Francisco Bay Area,USA,North America,600,2023-05-03,8.0,7500,6900,Other,Post-IPO,$1300,2023,37.77493,-122.41942,1300.0
200,668,Upwork,San Francisco Bay Area,USA,North America,137,2023-05-03,15.0,913,776,Other,Post-IPO,$168,2023,37.77493,-122.41942,168.0
201,670,Brightcove,Boston,USA,North America,70,2023-05-03,10.0,700,630,Marketing,Post-IPO,$145,2023,42.35843,-71.05977,145.0
202,671,Healthy.io,Tel Aviv,Israel,Asia,70,2023-05-03,33.0,212,142,Healthcare,Series D,$185,2023,32.08088,34.78057,185.0
203,673,TheSkimm,New York City,USA,North America,22,2023-05-03,13.0,169,147,Media,Series C,$28,2023,40.71427,-74.00597,28.0
204,675,Bishop Fox,Phoenix,USA,North America,50,2023-05-02,13.0,385,335,Security,Series B,$146,2023,33.44838,-112.07404,146.0
205,676,Zoomo,Sydney,Australia,Australia,27,2023-05-02,8.0,338,311,Transportation,Series B,$105,2023,-33.86785,151.20732,105.0
206,683,Cue Health,San Diego,USA,North America,326,2023-04-28,30.0,1087,761,Healthcare,Post-IPO,$899,2023,32.71571,-117.16472,899.0
207,684,N26,Berlin,Germany,Europe,71,2023-04-28,4.0,1775,1704,Finance,Series E,$1700,2023,52.52437,13.41053,1700.0
208,688,Dropbox,San Francisco Bay Area,USA,North America,500,2023-04-27,16.0,3125,2625,Other,Post-IPO,$1700,2023,37.77493,-122.41942,1700.0
209,689,Alteryx,Los Angeles,USA,North America,320,2023-04-27,11.0,2909,2589,Data,Post-IPO,$613,2023,34.05223,-118.24368,613.0
210,690,Vroom,New York City,USA,North America,120,2023-04-27,11.0,1091,971,Transportation,Post-IPO,$1300,2023,40.71427,-74.00597,1300.0
211,691,Greenhouse,New York City,USA,North America,100,2023-04-27,12.0,833,733,Recruiting,Private Equity …,$110,2023,40.71427,-74.00597,110.0
212,694,Megaport,Brisbane,Australia,Australia,50,2023-04-27,16.0,313,263,Infrastructure,Post-IPO,$98,2023,-27.46794,153.02809,98.0
213,695,Airtasker,Sydney,Australia,Australia,45,2023-04-27,20.0,225,180,Retail,Series C,$26,2023,-33.86785,151.20732,26.0
214,696,Chief,New York City,USA,North America,43,2023-04-27,14.0,307,264,Other,Series B,$140,2023,40.71427,-74.00597,140.0
215,697,Tickertape,Bengaluru,India,Asia,29,2023-04-27,29.0,100,71,Finance,Seed,$5,2023,12.97194,77.59369,5.0
216,701,Teampay,New York City,USA,North America,30,2023-04-26,33.0,91,61,Finance,Series B,$79,2023,40.71427,-74.00597,79.0
217,704,Rapid,San Francisco Bay Area,USA,North America,115,2023-04-25,50.0,230,115,Finance,Series D,$272,2023,37.77493,-122.41942,272.0
218,705,Rapid,San Francisco Bay Area,USA,North America,70,2023-04-25,30.0,233,163,Finance,Series D,$272,2023,37.77493,-122.41942,272.0
219,706,Flink,Berlin,Germany,Europe,8000,2023-04-24,40.0,20000,12000,Food,Series B,$1000,2023,52.52437,13.41053,1000.0
220,708,BigPanda,San Francisco Bay Area,USA,North America,40,2023-04-24,13.0,308,268,Infrastructure,Series E,$337,2023,37.48522,-122.23635,337.0
221,709,Lyft,San Francisco Bay Area,USA,North America,1072,2023-04-21,26.0,4123,3051,Transportation,Post-IPO,$4900,2023,37.77493,-122.41942,4900.0
222,710,Benchling,San Francisco Bay Area,USA,North America,74,2023-04-21,9.0,822,748,Other,Series F,$411,2023,37.77493,-122.41942,411.0
223,712,BuzzFeed,New York City,USA,North America,180,2023-04-20,15.0,1200,1020,Media,Post-IPO,$696,2023,40.71427,-74.00597,696.0
224,713,Koo,Bengaluru,India,Asia,78,2023-04-20,30.0,260,182,Consumer,Series B,$50,2023,12.97194,77.59369,50.0
225,715,Gloat,New York City,USA,North America,35,2023-04-20,12.0,292,257,HR,Series D,$192,2023,40.71427,-74.00597,192.0
226,720,WalkMe,San Francisco Bay Area,USA,North America,112,2023-04-19,10.0,1120,1008,Other,Post-IPO,$307,2023,37.77493,-122.41942,307.0
227,721,Opendoor,San Francisco Bay Area,USA,North America,560,2023-04-18,22.0,2545,1985,Real Estate,Post-IPO,$1900,2023,37.77493,-122.41942,1900.0
228,723,Culture Amp,Melbourne,Australia,Australia,90,2023-04-18,9.0,1000,910,HR,Series F,$257,2023,-37.814,144.96332,257.0
229,724,TRM Labs,San Francisco Bay Area,USA,North America,16,2023-04-18,9.0,178,162,Crypto,Series B,$149,2023,37.77493,-122.41942,149.0
230,727,Clearcover,Chicago,USA,North America,81,2023-04-17,15.0,540,459,Finance,Series D,$304,2023,41.85003,-87.65005,304.0
231,728,Paper,Montreal,Canada,North America,81,2023-04-17,3.0,2700,2619,Education,Series D,$389,2023,45.50884,-73.58781,389.0
232,729,Ynsect,Paris,France,Europe,17,2023-04-17,25.0,68,51,Food,Series D,$579,2023,48.85341,2.3488,579.0
233,734,Drip Capital,San Francisco Bay Area,USA,North America,75,2023-04-14,20.0,375,300,Finance,Series C,$85,2023,37.44188,-122.14302,85.0
234,735,Community Gami…,New York City,USA,North America,17,2023-04-14,17.0,100,83,Crypto,Series A,$18,2023,40.71427,-74.00597,18.0
235,739,Astronomer,Cincinnati,USA,North America,100,2023-04-13,40.0,250,150,Data,Series C,$282,2023,39.12711,-84.51439,282.0
236,744,Viasat,San Diego,USA,North America,300,2023-04-12,4.0,7500,7200,Other,Post-IPO,$366,2023,32.71571,-117.16472,366.0
237,747,Milkrun,Sydney,Australia,Australia,400,2023-04-11,100.0,400,0,Food,Series A,$86,2023,-33.86785,151.20732,86.0
238,748,Redfin,Seattle,USA,North America,201,2023-04-11,4.0,5025,4824,Real Estate,Post-IPO,$320,2023,47.60621,-122.33207,320.0
239,749,Permutive,London,United Kingdom,Europe,80,2023-04-11,40.0,200,120,Marketing,Series C,$105,2023,51.50853,-0.12574,105.0
240,750,Examedi,Santiago,Chile,South America,45,2023-04-11,25.0,180,135,Healthcare,Unknown,$19,2023,-33.45694,-70.64827,19.0
241,754,Flock Freight,San Diego,USA,North America,45,2023-04-10,8.0,563,518,Logistics,Series D,$399,2023,32.71571,-117.16472,399.0
242,755,Nori,Seattle,USA,North America,10,2023-04-10,37.0,27,17,Energy,Unknown,$13,2023,47.60621,-122.33207,13.0
243,756,Simpl,Bengaluru,India,Asia,150,2023-04-09,25.0,600,450,Finance,Series B,$71,2023,12.97194,77.59369,71.0
244,758,Pear Therapeutics,Boston,USA,North America,170,2023-04-07,92.0,185,15,Healthcare,Post-IPO,$409,2023,42.35843,-71.05977,409.0
245,760,ZestMoney,Bengaluru,India,Asia,100,2023-04-07,20.0,500,400,Finance,Series C,$120,2023,12.97194,77.59369,120.0
246,763,Dunzo,Bengaluru,India,Asia,300,2023-04-05,30.0,1000,700,Food,Unknown,$382,2023,12.97194,77.59369,382.0
247,764,Amplitude,San Francisco Bay Area,USA,North America,99,2023-04-05,13.0,762,663,Data,Post-IPO,$311,2023,37.77493,-122.41942,311.0
248,765,Talent.com,Montreal,Canada,North America,86,2023-04-05,18.0,478,392,Recruiting,Series B,$150,2023,45.50884,-73.58781,150.0
249,769,Boost,New York City,USA,North America,15,2023-04-04,20.0,75,60,Finance,Series B,$37,2023,40.71427,-74.00597,37.0
250,772,View,San Francisco Bay Area,USA,North America,170,2023-04-03,23.0,739,569,Other,Post-IPO,$2300,2023,37.77493,-122.41942,2300.0
251,773,Guideline,San Francisco Bay Area,USA,North America,48,2023-04-03,11.0,436,388,Finance,Series E,$339,2023,37.5841,-122.36608,339.0
252,774,Textio,Seattle,USA,North America,15,2023-04-03,12.0,125,110,Recruiting,Unknown,$42,2023,47.60621,-122.33207,42.0
253,777,Domestika,Madrid,Spain,Europe,89,2023-03-31,45.0,198,109,Education,Series D,$130,2023,40.4165,-3.70256,130.0
254,780,Roku,San Francisco Bay Area,USA,North America,200,2023-03-30,6.0,3333,3133,Media,Post-IPO,$208,2023,37.33939,-121.89496,208.0
255,782,FanClash,Gurugram,India,Asia,100,2023-03-30,75.0,133,33,Consumer,Series B,$50,2023,28.4601,77.02635,50.0
256,783,Loop,Austin,USA,North America,19,2023-03-30,25.0,76,57,Finance,Series A,$24,2023,30.26715,-97.74306,24.0
257,784,Crossbeam,Philadelphia,USA,North America,17,2023-03-30,15.0,113,96,Sales,Series C,$116,2023,39.95238,-75.16362,116.0
258,793,Electronic Arts,San Francisco Bay Area,USA,North America,780,2023-03-29,6.0,13000,12220,Consumer,Post-IPO,$2,2023,37.48522,-122.23635,2.0
259,796,iCAD,Nashua,USA,North America,23,2023-03-29,28.0,82,59,Healthcare,Post-IPO,$59,2023,42.76537,-71.46757,59.0
260,800,Lucid Motors,San Francisco Bay Area,USA,North America,1300,2023-03-28,18.0,7222,5922,Transportation,Post-IPO,$8300,2023,37.52966,-122.04024,8300.0
261,802,AEye,San Francisco Bay Area,USA,North America,46,2023-03-28,33.0,139,93,Transportation,Post-IPO,$314,2023,37.77493,-122.41942,314.0
262,810,Slite,Paris,France,Europe,10,2023-03-23,25.0,40,30,Other,Series A,$15,2023,48.85341,2.3488,15.0
263,811,Indeed,Austin,USA,North America,2200,2023-03-22,15.0,14667,12467,HR,Acquired,$5,2023,30.26715,-97.74306,5.0
264,813,Glassdoor,San Francisco Bay Area,USA,North America,140,2023-03-22,15.0,933,793,HR,Acquired,$204,2023,37.77493,-122.41942,204.0
265,814,Wejo,Chester,United Kingdom,Europe,40,2023-03-22,16.0,250,210,Transportation,Post-IPO,$376,2023,53.1905,-2.89189,376.0
266,820,Workhuman,Dublin,Ireland,Europe,130,2023-03-21,10.0,1300,1170,HR,Unknown,$131,2023,53.33306,-6.24889,131.0
267,821,FreshBooks,Toronto,Canada,North America,80,2023-03-21,10.0,800,720,Finance,Unknown,$331,2023,43.70643,-79.39864,331.0
268,824,Smallcase,Bengaluru,India,Asia,15,2023-03-21,4.0,375,360,Finance,Series C,$62,2023,12.97194,77.59369,62.0
269,829,Amazon,Seattle,USA,North America,9000,2023-03-20,2.295918367346939,392000,383000,Retail,Post-IPO,$108,2023,47.60621,-122.33207,108.0
270,831,Livspace,Bengaluru,India,Asia,100,2023-03-17,2.0,5000,4900,Retail,Series F,$431,2023,12.97194,77.59369,431.0
271,832,Symend,Calgary,Canada,North America,50,2023-03-17,25.0,200,150,Other,Series C,$148,2023,51.05011,-114.08529,148.0
272,834,Freshworks,San Francisco Bay Area,USA,North America,114,2023-03-16,2.0,5700,5586,Support,Post-IPO,$484,2023,37.56299,-122.32553,484.0
273,837,Course Hero,San Francisco Bay Area,USA,North America,42,2023-03-16,15.0,280,238,Education,Series C,$477,2023,37.48522,-122.23635,477.0
274,838,Leafly,Seattle,USA,North America,40,2023-03-16,21.0,190,150,Retail,Post-IPO,$71,2023,47.60621,-122.33207,71.0
275,841,Dukaan,Bengaluru,India,Asia,56,2023-03-15,30.0,187,131,Retail,Series A,$17,2023,12.97194,77.59369,17.0
276,842,Boxed,New York City,USA,North America,32,2023-03-15,25.0,128,96,Retail,Post-IPO,$365,2023,40.71427,-74.00597,365.0
277,844,TradeWindow,Auckland,New Zealand,Australia,25,2023-03-15,30.0,83,58,Finance,Series B,$24,2023,-36.84853,174.76349,24.0
278,846,Meta,San Francisco Bay Area,USA,North America,10000,2023-03-14,13.5841170323929,73615,63615,Consumer,Post-IPO,$26000,2023,37.45383,-122.18219,26000.0
279,847,Fetch,Madison,USA,North America,100,2023-03-14,10.0,1000,900,Retail,Series E,$581,2023,43.07305,-89.40123,581.0
280,848,Anchorage Digital,San Francisco Bay Area,USA,North America,75,2023-03-14,20.0,375,300,Crypto,Series D,$487,2023,37.77493,-122.41942,487.0
281,849,Avidbots,Kitchener,Canada,North America,50,2023-03-14,14.0,357,307,Hardware,Series C,$106,2023,43.42537,-80.5112,106.0
282,851,Kaleidoscope,Minneapolis,USA,North America,15,2023-03-14,30.0,50,35,Finance,Series A,$16,2023,44.97997,-93.26384,16.0
283,854,Xero,Wellington,New Zealand,Australia,800,2023-03-09,15.0,5333,4533,Finance,Post-IPO,$681,2023,-41.28664,174.77557,681.0
284,856,Gopuff,Philadelphia,USA,North America,100,2023-03-09,2.0,5000,4900,Food,Series H,$3400,2023,39.95238,-75.16362,3400.0
285,862,Wattpad,Toronto,Canada,North America,42,2023-03-08,15.0,280,238,Media,Acquired,$117,2023,43.70643,-79.39864,117.0
286,864,Pristyn Care,Gurugram,India,Asia,300,2023-03-07,15.0,2000,1700,Healthcare,Series E,$177,2023,28.4601,77.02635,177.0
287,865,Zwift,Los Angeles,USA,North America,80,2023-03-07,15.0,533,453,Fitness,Series C,$619,2023,34.05223,-118.24368,619.0
288,870,Atlassian,Sydney,Australia,Australia,500,2023-03-06,5.0,10000,9500,Other,Post-IPO,$210,2023,-33.86785,151.20732,210.0
289,871,SiriusXM,New York City,USA,North America,475,2023-03-06,8.0,5938,5463,Media,Post-IPO,$525,2023,40.71427,-74.00597,525.0
290,878,Loft,Sao Paulo,Brazil,South America,340,2023-03-03,15.0,2267,1927,Real Estate,Unknown,$788,2023,-23.5475,-46.63611,788.0
291,879,Embark Trucks,San Francisco Bay Area,USA,North America,230,2023-03-03,70.0,329,99,Transportation,Post-IPO,$317,2023,37.77493,-122.41942,317.0
292,885,Zscaler,San Francisco Bay Area,USA,North America,177,2023-03-02,3.0,5900,5723,Security,Post-IPO,$148,2023,37.33939,-121.89496,148.0
293,888,Fittr,Pune,India,Asia,30,2023-03-02,11.0,273,243,Fitness,Series A,$13,2023,18.51957,73.85535,13.0
294,889,CNET,San Francisco Bay Area,USA,North America,12,2023-03-02,10.0,120,108,Media,Acquired,$20,2023,37.77493,-122.41942,20.0
295,895,Thoughtworks,Chicago,USA,North America,500,2023-03-01,4.0,12500,12000,Other,Post-IPO,$748,2023,41.85003,-87.65005,748.0
296,896,iFood,Sao Paulo,Brazil,South America,355,2023-03-01,6.0,5917,5562,Food,Subsidi…,$2100,2023,-23.5475,-46.63611,2100.0
297,898,Waymo,San Francisco Bay Area,USA,North America,209,2023-03-01,8.0,2613,2404,Transportation,Subsidi…,$5.500,2023,37.38605,-122.08385,5.5
298,899,PayFit,Paris,France,Europe,200,2023-03-01,20.0,1000,800,HR,Series E,$495,2023,48.85341,2.3488,495.0
299,901,Sonder,San Francisco Bay Area,USA,North America,100,2023-03-01,14.0,714,614,Travel,Post-IPO,$839,2023,37.77493,-122.41942,839.0
300,904,Eventbrite,San Francisco Bay Area,USA,North America,80,2023-02-28,8.0,1000,920,Consumer,Post-IPO,$557,2023,37.77493,-122.41942,557.0
301,909,Cerebral,Walnut,USA,North America,285,2023-02-27,15.0,1900,1615,Healthcare,Series C,$462,2023,34.02029,-117.86534,462.0
302,910,Amount,Chicago,USA,North America,130,2023-02-27,25.0,520,390,Finance,Unknown,$283,2023,41.85003,-87.65005,283.0
303,911,Palantir,Denver,USA,North America,75,2023-02-27,2.0,3750,3675,Data,Post-IPO,$3000,2023,39.73915,-104.9847,3000.0
304,912,Outreach,Seattle,USA,North America,70,2023-02-27,7.0,1000,930,Sales,Series G,$489,2023,47.60621,-122.33207,489.0
305,913,Stytch,San Francisco Bay Area,USA,North America,19,2023-02-27,25.0,76,57,Security,Series B,$126,2023,37.77493,-122.41942,126.0
306,915,Twitter,San Francisco Bay Area,USA,North America,200,2023-02-25,10.0,2000,1800,Consumer,Post-IPO,$12900,2023,37.77493,-122.41942,12900.0
307,916,Ericsson,Stockholm,Sweden,Europe,8500,2023-02-24,8.0,106250,97750,Other,Post-IPO,$663,2023,59.32938,18.06871,663.0
308,926,OneFootball,Berlin,Germany,Europe,150,2023-02-23,32.0,469,319,Marketing,Series D,$442,2023,52.52437,13.41053,442.0
309,939,Green Labs,Seoul,South Korea,Asia,350,2023-02-21,70.0,500,150,Food,Series C,$214,2023,37.566,126.9784,214.0
310,940,Polygon,Bengaluru,India,Asia,100,2023-02-21,20.0,500,400,Crypto,Unknown,$451,2023,12.97194,77.59369,451.0
311,943,Basis Technologies,Chicago,USA,North America,40,2023-02-21,4.0,1000,960,Marketing,Series B,$52,2023,41.85003,-87.65005,52.0
312,948,MyGate,Bengaluru,India,Asia,200,2023-02-20,30.0,667,467,Other,Series B,$79,2023,12.97194,77.59369,79.0
313,949,Fireblocks,New York City,USA,North America,30,2023-02-20,5.0,600,570,Crypto,Series E,$1000,2023,40.71427,-74.00597,1000.0
314,950,Kinde,Sydney,Australia,Australia,8,2023-02-20,28.0,29,21,Other,Seed,$10,2023,-33.86785,151.20732,10.0
315,953,Micron,Boise,USA,North America,2400,2023-02-17,5.0,48000,45600,Hardware,Post-IPO,$50,2023,43.6135,-116.20345,50.0
316,956,Chipper Cash,San Francisco Bay Area,USA,North America,100,2023-02-17,33.0,303,203,Finance,Series C,$302,2023,37.77493,-122.41942,302.0
317,959,DocuSign,San Francisco Bay Area,USA,North America,680,2023-02-16,10.0,6800,6120,Sales,Post-IPO,$536,2023,37.77493,-122.41942,536.0
318,960,Pico Interactive,San Francisco Bay Area,USA,North America,400,2023-02-16,20.0,2000,1600,Other,Acquired,$62,2023,37.38605,-122.08385,62.0
319,961,The RealReal,San Francisco Bay Area,USA,North America,230,2023-02-16,7.0,3286,3056,Retail,Post-IPO,$356,2023,37.77493,-122.41942,356.0
320,962,Smartsheet,Seattle,USA,North America,85,2023-02-16,3.0,2833,2748,Other,Post-IPO,$152,2023,47.60621,-122.33207,152.0
321,964,Wix,Tel Aviv,Israel,Asia,370,2023-02-15,6.0,6167,5797,Marketing,Post-IPO,$58,2023,32.08088,34.78057,58.0
322,965,ServiceTitan,Los Angeles,USA,North America,221,2023-02-15,8.0,2763,2542,Sales,Series G,$1100,2023,34.05223,-118.24368,1100.0
323,966,Neon,Sao Paulo,Brazil,South America,210,2023-02-15,9.0,2333,2123,Finance,Series D,$720,2023,-23.5475,-46.63611,720.0
324,968,DigitalOcean,New York City,USA,North America,200,2023-02-15,11.0,1818,1618,Infrastructure,Post-IPO,$491,2023,40.71427,-74.00597,491.0
325,969,Sprinklr,New York City,USA,North America,100,2023-02-15,4.0,2500,2400,Support,Post-IPO,$429,2023,40.71427,-74.00597,429.0
326,980,Dropp,Berlin,Germany,Europe,60,2023-02-14,100.0,60,0,Retail,Unknown,$2,2023,52.52437,13.41053,2.0
327,984,Twilio,San Francisco Bay Area,USA,North America,1500,2023-02-13,17.0,8824,7324,Other,Post-IPO,$614,2023,37.77493,-122.41942,614.0
328,985,Electric,New York City,USA,North America,141,2023-02-13,25.0,564,423,Other,Series D,$212,2023,40.71427,-74.00597,212.0
329,988,iRobot,Boston,USA,North America,85,2023-02-13,7.0,1214,1129,Consumer,Acquired,$30,2023,42.35843,-71.05977,30.0
330,995,Moladin,Jakarta,Indonesia,Asia,360,2023-02-12,11.0,3273,2913,Transportation,Series B,$138,2023,-6.21462,106.84513,138.0
331,996,TripleLift,New York City,USA,North America,100,2023-02-10,20.0,500,400,Marketing,Acquired,$16,2023,40.71427,-74.00597,16.0
332,997,Titan Medical,Toronto,Canada,North America,48,2023-02-10,72.0,67,19,Healthcare,Post-IPO,$278,2023,43.70643,-79.39864,278.0
333,1003,Yahoo,San Francisco Bay Area,USA,North America,1600,2023-02-09,20.0,8000,6400,Consumer,Acquired,$6,2023,37.36883,-122.03635,6.0
334,1004,MiSan Franciscoits Market,Philadelphia,USA,North America,649,2023-02-09,33.0,1967,1318,Food,Series C,$526,2023,39.95238,-75.16362,526.0
335,1005,Deliveroo,London,United Kingdom,Europe,350,2023-02-09,9.0,3889,3539,Food,Post-IPO,$1700,2023,51.50853,-0.12574,1700.0
336,1006,Olive AI,Columbus,USA,North America,215,2023-02-09,35.0,614,399,Healthcare,Series H,$856,2023,39.96118,-82.99879,856.0
337,1007,Oportun,San Francisco Bay Area,USA,North America,155,2023-02-09,10.0,1550,1395,Finance,Post-IPO,$566,2023,37.50716,-122.26052,566.0
338,1008,GitLab,San Francisco Bay Area,USA,North America,130,2023-02-09,7.0,1857,1727,Product,Post-IPO,$413,2023,37.77493,-122.41942,413.0
339,1010,Veriff,Tallinn,Estonia,Europe,66,2023-02-09,12.0,550,484,Security,Series C,$192,2023,59.43696,24.75353,192.0
340,1011,REE Automotive,Tel Aviv,Israel,Asia,31,2023-02-09,11.0,282,251,Transportation,Post-IPO,$317,2023,32.08088,34.78057,317.0
341,1015,GoDaddy,Phoenix,USA,North America,530,2023-02-08,8.0,6625,6095,Marketing,Post-IPO,$800,2023,33.44838,-112.07404,800.0
342,1016,Affirm,San Francisco Bay Area,USA,North America,500,2023-02-08,19.0,2632,2132,Finance,Post-IPO,$1500,2023,37.77493,-122.41942,1500.0
343,1017,Gusto,San Francisco Bay Area,USA,North America,126,2023-02-08,5.0,2520,2394,HR,Series E,$746,2023,37.77493,-122.41942,746.0
344,1018,Gong,San Francisco Bay Area,USA,North America,80,2023-02-08,7.0,1143,1063,Sales,Series E,$583,2023,37.77493,-122.41942,583.0
345,1019,Beam Benefits,Columbus,USA,North America,31,2023-02-08,8.0,388,357,Healthcare,Series E,$168,2023,39.96118,-82.99879,168.0
346,1020,Equitybee,San Francisco Bay Area,USA,North America,24,2023-02-08,25.0,96,72,Finance,Series B,$85,2023,37.44188,-122.14302,85.0
347,1025,Zoom,San Francisco Bay Area,USA,North America,1300,2023-02-07,15.0,8667,7367,Other,Post-IPO,$276,2023,37.33939,-121.89496,276.0
348,1026,eBay,San Francisco Bay Area,USA,North America,500,2023-02-07,4.0,12500,12000,Retail,Post-IPO,$1200,2023,37.33939,-121.89496,1200.0
349,1027,SecureWorks,Atlanta,USA,North America,212,2023-02-07,9.0,2356,2144,Security,Post-IPO,$83,2023,33.749,-84.38798,83.0
350,1028,Salesloft,Atlanta,USA,North America,100,2023-02-07,10.0,1000,900,Sales,Acquired,$245,2023,33.749,-84.38798,245.0
351,1029,Openpay,Melbourne,Australia,Australia,83,2023-02-07,100.0,83,0,Finance,Post-IPO,$299,2023,-37.814,144.96332,299.0
352,1030,LearnUpon,Dublin,Ireland,Europe,27,2023-02-07,9.0,300,273,Education,Private Equity …,$56,2023,53.33306,-6.24889,56.0
